ISO_Week,Expected_Baseload,Expected_Peakload,Current_Curve_Price,Arbitrage_Premium,Recommended_Position
2025-W01,92.2228539258632,100.19368039267127,85.51666666666667,6.70618725919654,LONG PROMPT CURVE
2025-W40,57.40643278083884,80.66819754962579,85.51666666666667,-28.110233885827824,SHORT PROMPT CURVE
2025-W41,104.67044429929356,118.38219278787638,85.51666666666667,19.1537776326269,LONG PROMPT CURVE
2025-W42,112.32666477039153,131.3674970515565,85.51666666666667,26.809998103724865,LONG PROMPT CURVE
2025-W43,70.10075264290039,78.2274383796703,85.51666666666667,-15.415914023766277,SHORT PROMPT CURVE
2025-W45,110.40015477660857,112.81903462425475,85.51666666666667,24.883488109941908,LONG PROMPT CURVE
2025-W46,102.68328949808144,112.57245884404149,85.51666666666667,17.16662283141477,LONG PROMPT CURVE
2025-W47,109.2123318550935,129.86507060253194,85.51666666666667,23.69566518842683,LONG PROMPT CURVE
2025-W48,124.28138678426839,165.8296062325663,85.51666666666667,38.764720117601726,LONG PROMPT CURVE
2025-W49,103.22079557798278,113.667106760779,85.51666666666667,17.70412891131612,LONG PROMPT CURVE
2025-W50,101.67563260248998,118.85009620814378,85.51666666666667,16.158965935823318,LONG PROMPT CURVE
2025-W51,95.66970886695577,107.16351852319143,85.51666666666667,10.153042200289107,LONG PROMPT CURVE
2025-W52,89.67197195448973,92.20916094037413,85.51666666666667,4.155305287823069,LONG PROMPT CURVE
2026-W04,131.16294047362013,141.90291096428805,85.51666666666667,45.64627380695346,LONG PROMPT CURVE
2026-W05,133.68055563742723,155.7867962032581,85.51666666666667,48.16388897076057,LONG PROMPT CURVE
2026-W06,126.35963579299211,134.49708875047173,85.51666666666667,40.84296912632544,LONG PROMPT CURVE
2026-W07,125.62025260562277,145.27934477366924,85.51666666666667,40.1035859389561,LONG PROMPT CURVE
2026-W08,106.05496448263094,121.58446602682154,85.51666666666667,20.53829781596427,LONG PROMPT CURVE
2026-W09,89.30174173190527,104.40229504942066,85.51666666666667,3.785075065238601,LONG PROMPT CURVE
2026-W10,117.73695661078571,110.02185800363571,85.51666666666667,32.220289944119045,LONG PROMPT CURVE
2026-W11,108.16383149125338,93.55538476955776,85.51666666666667,22.64716482458671,LONG PROMPT CURVE
2026-W12,111.54338171082844,105.49026397239194,85.51666666666667,26.026715044161776,LONG PROMPT CURVE
2026-W13,91.94758961871706,76.36964955426755,85.51666666666667,6.430922952050395,LONG PROMPT CURVE
2026-W14,86.46438548304366,90.98744635365873,85.51666666666667,0.947718816376991,NEUTRAL / NO-TRADE
2026-W15,84.93662541696949,67.67379472615347,85.51666666666667,-0.5800412496971745,NEUTRAL / NO-TRADE
2026-W16,116.17906040545488,113.94396683308356,85.51666666666667,30.66239373878821,LONG PROMPT CURVE
2026-W17,80.82560769140999,60.36407372164806,85.51666666666667,-4.691058975256681,SHORT PROMPT CURVE
2026-W18,72.89610787703464,41.51305306796256,85.51666666666667,-12.620558789632028,SHORT PROMPT CURVE
2026-W19,112.59698089277225,117.09092161332282,85.51666666666667,27.080314226105585,LONG PROMPT CURVE
2026-W20,97.20280252137107,85.26702556453965,85.51666666666667,11.686135854704403,LONG PROMPT CURVE
2026-W21,105.93233604708033,99.09524842830105,85.51666666666667,20.41566938041366,LONG PROMPT CURVE
2026-W22,84.22418078755848,47.783385818984904,85.51666666666667,-1.2924858791081846,NEUTRAL / NO-TRADE
2026-W23,89.16959796369136,80.82196963590518,85.51666666666667,3.6529312970246934,LONG PROMPT CURVE
2026-W24,86.1917795181221,88.56813183640257,85.51666666666667,0.6751128514554381,NEUTRAL / NO-TRADE
2026-W25,96.48896757959356,79.17707008218865,85.51666666666667,10.972300912926897,LONG PROMPT CURVE
2026-W26,101.51145842831701,75.67384692405977,85.51666666666667,15.994791761650347,LONG PROMPT CURVE
2026-W27,86.09403108667479,79.41023553498063,85.51666666666667,0.5773644200081236,NEUTRAL / NO-TRADE
2026-W28,80.53969795822562,53.34355345396394,85.51666666666667,-4.976968708441049,SHORT PROMPT CURVE
2026-W29,102.22563698671489,87.18984963525214,85.51666666666667,16.708970320048223,LONG PROMPT CURVE
2026-W30,89.17251722963134,59.89711947399769,85.51666666666667,3.655850562964673,LONG PROMPT CURVE
2026-W31,99.90186561772349,70.45389150673444,85.51666666666667,14.385198951056822,LONG PROMPT CURVE
2026-W32,93.10118120611824,68.14945436397089,85.51666666666667,7.584514539451575,LONG PROMPT CURVE
2026-W33,99.04484938889973,65.86006910510974,85.51666666666667,13.528182722233069,LONG PROMPT CURVE
2026-W34,114.40192430688451,116.72206041161822,85.51666666666667,28.885257640217844,LONG PROMPT CURVE
2026-W35,97.000855738829,76.83181951714171,85.51666666666667,11.484189072162337,LONG PROMPT CURVE
